AAPL,AMZN,GOOGL,JPM,KO,META,MSFT,NVDA
159.3033447265625,151.35800170898438,131.603271484375,129.67117309570312,53.334171295166016,205.98355102539062,284.9791564941406,23.700801849365234
161.36880493164062,153.7884979248047,133.3572998046875,132.73915100097656,55.39667510986328,208.84112548828125,287.6104736328125,24.108989715576172
161.633056640625,153.56300354003906,133.94992065429688,127.2042465209961,54.85901641845703,209.3868408203125,289.04217529296875,24.3365421295166
159.753662109375,151.14199829101562,132.96255493164062,122.40489959716797,54.621036529541016,201.90557861328125,285.3274841308594,23.430341720581055
163.0426788330078,152.05250549316406,133.46839904785156,124.94359588623047,55.026485443115234,206.48956298828125,290.39654541015625,24.175983428955078
162.7196807861328,147.89849853515625,132.80191040039062,124.05550384521484,55.061729431152344,201.3896026611328,286.26580810546875,23.670907974243164
159.72427368164062,145.64100646972656,130.82521057128906,120.56592559814453,55.14987564086914,198.5022430419922,280.40350341796875,22.894319534301758
155.93601989746094,137.4530029296875,125.34255981445312,115.91014862060547,53.83658218383789,186.0102996826172,269.81072998046875,21.313194274902344
154.11532592773438,136.01449584960938,126.0625991821289,115.09380340576172,51.70356369018555,188.80833435058594,266.85052490234375,21.47490119934082
159.50892639160156,139.2790069580078,132.32632446289062,119.7047348022461,51.967994689941406,196.9543914794922,279.087890625,22.972179412841797
155.17245483398438,146.8175048828125,131.3439483642578,118.28739929199219,51.01606750488281,193.69003295898438,276.2727355957031,22.616823196411133
151.46250915527344,145.52450561523438,128.805908203125,115.62307739257812,51.05131912231445,186.14918518066406,270.9329528808594,22.05983543395996
147.43927001953125,141.85299682617188,124.91854858398438,116.7713394165039,51.99276351928711,185.1768341064453,267.4212951660156,21.291236877441406
151.8148956298828,147.3665008544922,128.13893127441406,118.84353637695312,52.95197296142578,190.53477478027344,277.7819519042969,22.931251525878906
156.21987915039062,153.10400390625,132.18795776367188,124.1541976928711,52.80987548828125,202.04449462890625,284.78570556640625,24.45148468017578
157.22813415527344,157.23899841308594,132.74188232421875,125.72406768798828,53.369415283203125,206.22166442871094,285.588623046875,24.72099494934082
160.5171661376953,161.25050354003906,135.00962829589844,125.67919921875,53.37828826904297,214.80435180664062,290.628662109375,26.404922485351562
161.8876495361328,161.4915008544922,134.98583984375,125.27552032470703,53.80460739135742,209.84327697753906,289.4000549316406,26.685415267944336
165.25497436523438,164.88900756835938,138.7214813232422,127.93978881835938,54.0,214.9630889892578,294.1402587890625,26.475797653198242
166.61563110351562,163.4080047607422,137.14202880859375,125.39214324951172,53.64474105834961,211.7979278564453,289.7193298339844,25.587411880493164
170.39410400390625,163.64950561523438,140.41151428222656,126.20849609375,54.15986633300781,217.8603515625,294.1789245605469,28.098844528198242
171.03038024902344,164.77349853515625,140.51170349121094,127.3119125366211,54.64835739135742,220.09283447265625,293.7725830078125,27.641672134399414
171.8917694091797,168.99049377441406,140.2959442138672,126.36994171142578,54.99473571777344,221.8490447998047,300.5636291503906,28.1677188873291
175.1808319091797,169.31500244140625,141.3373565673828,126.6480484008789,55.2078971862793,228.0702362060547,305.1199645996094,28.603923797607422
174.01597595214844,166.30099487304688,140.77499389648438,126.07390594482422,55.2523078918457,226.0758819580078,303.6205139160156,27.639677047729492
